date;heure;GEN;A1;GON;RUR-SE;RUR_S;RN6;PA04C;BOB;AUT;VITRY;RUR_N;BP_EST;RAMBO
18/08/2015;12;11;n/d;16;5;7;11;n/d;11;15;n/d;8;16;11
18/08/2015;13;13;n/d;13;3;5;16;n/d;11;14;n/d;8;16;10
18/08/2015;14;12;19;13;3;4;10;n/d;10;15;n/d;11;17;8
18/08/2015;15;13;32;9;3;4;13;n/d;12;7;n/d;8;14;9
18/08/2015;16;11;33;13;11;9;14;n/d;12;14;n/d;10;13;9
18/08/2015;17;10;27;15;8;10;19;n/d;11;15;n/d;13;14;12
18/08/2015;18;11;22;13;5;8;10;n/d;11;12;n/d;14;13;13
18/08/2015;19;14;26;13;7;14;15;n/d;9;16;n/d;14;17;12
18/08/2015;20;15;27;15;6;8;19;n/d;11;18;n/d;12;24;9
18/08/2015;21;19;26;10;4;7;18;n/d;15;22;n/d;12;20;17
18/08/2015;22;21;24;13;6;13;13;n/d;14;33;n/d;15;30;11
18/08/2015;23;20;26;20;9;13;17;n/d;13;28;n/d;14;25;10
18/08/2015;24;22;27;9;5;11;14;n/d;15;25;n/d;19;23;15
19/08/2015;1;21;21;15;5;9;14;n/d;14;22;n/d;14;23;13
19/08/2015;2;19;20;12;6;17;13;n/d;12;17;n/d;16;21;14
19/08/2015;3;23;21;11;9;13;17;n/d;12;16;n/d;14;25;17
19/08/2015;4;22;24;10;8;13;12;n/d;12;14;n/d;15;32;13
19/08/2015;5;20;28;17;5;14;11;n/d;15;17;n/d;16;39;19
19/08/2015;6;20;34;14;5;12;19;n/d;12;14;n/d;16;34;13
19/08/2015;7;n/d;39;19;4;12;22;n/d;18;23;n/d;15;32;11
19/08/2015;8;n/d;37;20;3;9;13;n/d;19;20;n/d;21;30;9
19/08/2015;9;n/d;30;15;2;8;13;n/d;16;21;n/d;16;22;6
19/08/2015;10;23;30;11;0;8;8;n/d;12;14;9;14;14;8
19/08/2015;11;19;25;13;4;7;6;n/d;11;18;10;9;n/d;6
19/08/2015;12;11;19;8;5;5;7;n/d;9;15;8;8;n/d;6
19/08/2015;13;14;21;5;4;7;9;n/d;11;16;6;6;n/d;6
19/08/2015;14;16;20;7;5;6;13;n/d;9;16;7;9;20;4
19/08/2015;15;15;18;8;6;4;11;n/d;9;17;9;7;15;5
19/08/2015;16;9;n/d;10;3;6;11;n/d;8;17;7;9;12;7
19/08/2015;17;7;22;9;3;8;9;n/d;8;15;6;10;13;7
19/08/2015;18;7;26;7;5;8;10;n/d;8;18;6;7;14;8
19/08/2015;19;7;30;18;5;6;14;n/d;9;21;7;8;13;7
19/08/2015;20;8;26;12;4;8;15;n/d;9;12;10;8;12;7
19/08/2015;21;8;31;11;4;8;15;n/d;8;18;9;6;12;6
19/08/2015;22;10;21;8;5;8;9;n/d;8;17;9;4;9;8
19/08/2015;23;8;20;7;5;7;6;n/d;10;12;10;10;10;8
19/08/2015;24;11;16;7;4;5;8;n/d;9;12;10;13;12;8
20/08/2015;1;13;15;12;4;2;9;n/d;11;22;11;8;16;9
20/08/2015;2;13;18;11;3;6;11;n/d;11;17;11;7;17;9
20/08/2015;3;14;21;11;3;4;12;n/d;12;16;11;10;45;15
20/08/2015;4;15;25;12;2;5;9;n/d;11;24;15;10;13;4
20/08/2015;5;19;34;11;6;17;11;n/d;13;27;15;16;16;3
20/08/2015;6;18;28;19;7;13;20;n/d;16;29;16;13;21;8
20/08/2015;7;18;25;15;6;9;18;n/d;15;24;13;9;22;10
20/08/2015;8;19;25;18;5;9;20;n/d;16;23;15;8;31;9
20/08/2015;9;9;26;13;6;4;16;n/d;13;21;10;7;16;7
20/08/2015;10;8;26;10;6;6;12;n/d;9;18;9;7;30;8
20/08/2015;11;10;21;15;7;7;16;n/d;10;14;12;5;25;5
20/08/2015;12;8;23;13;6;8;13;n/d;12;17;12;5;27;3
20/08/2015;13;7;28;8;3;6;7;n/d;13;14;9;2;15;6
20/08/2015;14;5;34;5;0;6;6;n/d;8;12;6;3;5;5
20/08/2015;15;3;28;6;0;4;7;n/d;4;12;4;6;5;3
20/08/2015;16;6;17;5;0;4;8;n/d;6;14;4;3;14;2
20/08/2015;17;6;15;3;0;3;9;n/d;6;17;6;5;17;4
20/08/2015;18;7;14;5;2;2;7;n/d;7;14;8;2;14;5
20/08/2015;19;9;15;5;8;6;8;n/d;9;13;6;5;16;8
20/08/2015;20;10;13;7;4;6;10;n/d;10;9;8;9;23;5
20/08/2015;21;11;18;17;1;6;11;n/d;9;8;9;10;24;2
20/08/2015;22;13;22;16;3;7;14;n/d;13;14;11;9;21;10
20/08/2015;23;12;19;16;4;9;11;n/d;11;11;11;12;24;8
20/08/2015;24;12;19;20;7;10;7;n/d;10;11;10;11;19;6
21/08/2015;1;13;19;17;7;10;6;n/d;10;12;12;12;18;8
21/08/2015;2;15;20;14;7;12;9;n/d;10;15;12;14;20;8
21/08/2015;3;15;17;17;4;12;12;n/d;11;22;14;12;19;5
21/08/2015;4;17;39;14;1;9;15;n/d;12;14;15;13;26;7
21/08/2015;5;20;31;15;4;14;14;n/d;11;14;13;14;38;12
21/08/2015;6;19;35;12;5;9;22;n/d;12;15;14;13;42;13
21/08/2015;7;25;34;24;6;5;16;n/d;13;19;15;12;31;9
21/08/2015;8;37;33;11;3;7;13;n/d;14;17;13;12;25;6
21/08/2015;9;25;30;10;5;7;9;n/d;16;14;11;8;27;9
21/08/2015;10;17;23;9;3;11;7;n/d;11;10;9;8;19;8
21/08/2015;11;10;18;6;0;6;9;n/d;7;11;8;6;14;6
21/08/2015;12;10;20;9;3;5;13;n/d;5;12;5;5;16;4
21/08/2015;13;13;20;10;2;3;10;n/d;7;12;5;4;15;4
21/08/2015;14;15;19;7;n/d;2;9;n/d;7;10;6;12;16;4
21/08/2015;15;14;16;5;0;5;7;n/d;7;13;6;7;15;4
21/08/2015;16;8;14;7;0;5;5;n/d;6;8;3;4;16;8
21/08/2015;17;7;15;11;1;6;8;n/d;4;15;6;2;11;6
21/08/2015;18;7;15;11;2;5;7;n/d;6;11;4;5;16;7
21/08/2015;19;8;16;9;2;5;14;n/d;9;7;6;5;18;4
21/08/2015;20;12;17;11;3;7;10;n/d;14;11;9;5;28;5
21/08/2015;21;15;20;16;6;11;17;n/d;17;12;12;12;24;4
21/08/2015;22;14;19;9;6;6;14;n/d;14;11;11;9;26;7
21/08/2015;23;13;18;9;3;10;12;n/d;14;13;7;5;15;7
21/08/2015;24;14;17;6;4;12;10;n/d;12;19;6;7;18;11
22/08/2015;1;16;14;14;1;7;10;n/d;10;18;6;7;15;6
22/08/2015;2;16;19;8;3;9;9;n/d;9;19;8;8;15;3
22/08/2015;3;16;17;12;3;10;12;n/d;9;14;9;7;23;3
22/08/2015;4;14;14;10;2;10;9;n/d;9;9;8;5;22;4
22/08/2015;5;13;17;6;2;13;12;n/d;9;11;9;4;22;5
22/08/2015;6;14;20;12;3;10;9;n/d;11;12;10;7;28;5
22/08/2015;7;13;20;9;1;9;7;n/d;11;15;9;8;22;5
22/08/2015;8;13;20;9;4;11;9;n/d;8;9;9;5;16;7
22/08/2015;9;12;15;6;5;7;12;n/d;8;11;11;7;19;5
22/08/2015;10;11;17;8;5;6;13;n/d;9;13;8;10;18;5
22/08/2015;11;10;16;8;3;4;11;n/d;9;16;8;7;15;8
22/08/2015;12;10;13;7;1;5;9;n/d;10;13;8;6;12;5
22/08/2015;13;9;11;9;1;7;6;n/d;7;13;6;5;13;6
22/08/2015;14;8;10;8;1;5;8;n/d;7;9;5;5;14;4
22/08/2015;15;6;12;6;1;8;11;n/d;7;7;6;5;13;7
22/08/2015;16;8;12;11;2;n/d;9;n/d;5;10;6;4;10;7
22/08/2015;17;7;13;8;6;n/d;6;n/d;6;9;7;5;9;7
22/08/2015;18;8;15;16;4;9;9;n/d;8;12;8;3;13;10
22/08/2015;19;10;16;16;8;8;16;n/d;8;12;11;13;20;9
22/08/2015;20;12;21;6;6;12;18;n/d;14;16;11;8;27;13
22/08/2015;21;15;28;9;4;9;20;n/d;15;15;18;3;30;10
22/08/2015;22;17;27;10;3;11;21;n/d;18;21;17;6;17;9
22/08/2015;23;15;32;16;3;10;16;n/d;15;13;11;6;12;12
22/08/2015;24;13;21;6;2;9;9;n/d;11;8;9;6;17;9
23/08/2015;1;13;17;11;4;10;12;n/d;10;5;6;4;15;6
23/08/2015;2;11;15;8;4;8;8;n/d;9;4;7;6;14;9
23/08/2015;3;11;11;11;4;8;7;n/d;8;3;6;5;15;9
23/08/2015;4;10;14;7;4;10;9;n/d;7;8;8;3;13;6
23/08/2015;5;9;16;7;2;5;10;n/d;8;7;8;8;14;10
23/08/2015;6;9;15;9;1;7;12;n/d;9;8;8;6;18;11
23/08/2015;7;8;12;14;3;11;11;n/d;11;7;6;4;17;9
23/08/2015;8;7;26;10;5;11;12;n/d;11;7;9;8;13;7
23/08/2015;9;8;37;8;3;10;10;n/d;13;8;11;7;20;9
23/08/2015;10;10;18;11;5;6;12;n/d;11;12;9;11;16;5
23/08/2015;11;9;21;8;4;3;11;n/d;10;15;8;8;12;2
23/08/2015;12;6;17;5;0;4;10;n/d;9;9;4;3;13;3
23/08/2015;13;4;21;3;1;5;6;n/d;7;7;3;0;8;5
23/08/2015;14;3;20;1;2;1;6;n/d;1;8;7;0;3;4
23/08/2015;15;1;29;1;1;0;10;n/d;4;11;3;1;8;4
23/08/2015;16;4;20;6;0;4;9;n/d;2;7;5;9;7;3
23/08/2015;17;4;19;3;0;4;13;n/d;3;5;3;6;9;4
23/08/2015;18;3;20;1;0;6;9;n/d;4;9;4;2;9;10
23/08/2015;19;5;23;2;1;5;10;n/d;5;18;4;4;11;6
23/08/2015;20;7;25;4;4;2;9;n/d;5;8;5;6;12;4
23/08/2015;21;5;14;11;5;3;12;n/d;6;12;6;6;22;8
23/08/2015;22;5;13;7;2;4;11;n/d;7;12;6;7;13;8
23/08/2015;23;5;14;2;1;3;9;n/d;5;9;6;6;11;6
23/08/2015;24;4;11;4;1;6;5;n/d;4;8;6;6;12;3
24/08/2015;1;6;9;5;0;4;3;n/d;4;7;6;8;9;3
24/08/2015;2;5;4;4;0;2;4;n/d;4;5;6;6;13;7
24/08/2015;3;5;7;5;n/d;3;2;n/d;3;5;5;5;8;8
24/08/2015;4;6;9;4;2;5;5;n/d;4;6;6;3;15;5
24/08/2015;5;4;13;5;4;3;8;n/d;3;6;n/d;2;16;2
24/08/2015;6;4;15;7;3;2;6;n/d;4;8;4;2;21;2
24/08/2015;7;7;19;7;0;3;6;n/d;4;9;8;4;23;4
24/08/2015;8;12;20;6;2;4;7;n/d;6;11;4;5;18;4
24/08/2015;9;10;21;8;5;n/d;10;n/d;9;12;4;5;19;3
24/08/2015;10;8;17;8;3;n/d;8;n/d;7;7;4;7;15;6
24/08/2015;11;7;19;4;1;n/d;7;n/d;7;9;3;3;16;4
24/08/2015;12;6;16;2;3;n/d;6;n/d;4;7;4;1;13;3
24/08/2015;13;6;15;9;1;n/d;5;n/d;5;5;4;3;10;11
24/08/2015;14;5;12;8;0;n/d;8;n/d;7;9;3;7;14;7
24/08/2015;15;6;15;8;2;n/d;12;n/d;9;8;3;5;13;3
24/08/2015;16;5;13;7;4;n/d;12;n/d;5;7;3;4;10;4
24/08/2015;17;4;19;5;2;n/d;10;n/d;4;10;4;3;12;4
24/08/2015;18;2;12;5;0;n/d;10;n/d;2;8;3;2;9;3
24/08/2015;19;2;8;4;0;n/d;8;n/d;2;6;2;1;11;4
24/08/2015;20;2;11;3;0;n/d;8;n/d;3;4;1;0;7;7
24/08/2015;21;1;13;1;0;5;6;n/d;3;6;2;1;6;5
24/08/2015;22;1;10;0;2;5;5;n/d;2;7;3;4;6;5
24/08/2015;23;2;5;1;2;6;6;n/d;1;5;3;3;7;2
24/08/2015;24;3;4;2;2;5;8;n/d;3;7;4;5;9;0
25/08/2015;1;4;4;5;3;6;8;n/d;3;6;1;5;9;4
25/08/2015;2;4;4;9;4;8;6;n/d;3;5;2;2;7;5
25/08/2015;3;3;8;6;3;3;8;n/d;3;4;4;3;6;6
25/08/2015;4;3;11;6;0;3;7;n/d;5;9;2;4;6;6
25/08/2015;5;4;16;8;n/d;3;5;n/d;3;7;5;3;8;4
25/08/2015;6;3;15;6;0;5;15;n/d;4;10;5;9;13;3
25/08/2015;7;4;22;4;0;7;16;n/d;5;10;4;7;17;2
25/08/2015;8;6;19;6;2;6;14;n/d;4;13;4;4;22;4
25/08/2015;9;6;20;8;4;n/d;10;n/d;6;10;5;4;14;5
25/08/2015;10;5;24;5;3;n/d;13;n/d;7;10;4;5;13;8
25/08/2015;11;7;18;4;2;n/d;16;n/d;7;13;3;6;10;7
25/08/2015;12;4;17;6;3;8;10;n/d;9;9;5;12;11;4
25/08/2015;13;6;16;6;3;6;13;n/d;7;10;6;7;24;6
25/08/2015;14;6;14;8;0;9;12;n/d;5;12;5;9;19;8
25/08/2015;15;5;15;5;0;8;12;n/d;7;7;5;6;12;6
25/08/2015;16;4;23;2;1;5;6;n/d;4;13;4;6;22;3
25/08/2015;17;4;28;4;1;11;6;n/d;4;13;6;6;20;3
25/08/2015;18;6;21;6;3;7;12;n/d;6;10;5;6;11;6
25/08/2015;19;5;17;7;3;4;9;n/d;5;8;6;7;13;6
25/08/2015;20;5;15;8;1;7;10;n/d;6;10;5;6;11;8
25/08/2015;21;5;14;7;1;5;11;n/d;5;7;5;1;15;8
25/08/2015;22;5;16;9;2;6;10;n/d;5;11;5;1;15;3
25/08/2015;23;5;11;7;2;7;8;n/d;5;9;8;4;14;0
25/08/2015;24;4;10;5;1;4;10;n/d;5;5;6;4;11;4
26/08/2015;1;4;7;2;2;6;7;n/d;5;5;3;3;11;4
26/08/2015;2;5;5;1;1;8;8;n/d;7;10;4;7;15;3
26/08/2015;3;4;11;5;3;7;7;n/d;6;8;5;9;12;7
26/08/2015;4;5;13;6;2;5;10;n/d;5;7;6;4;16;4
26/08/2015;5;5;19;6;0;3;12;n/d;6;9;5;2;22;3
26/08/2015;6;5;28;6;1;5;15;n/d;6;8;7;5;25;5
26/08/2015;7;9;22;8;0;6;14;n/d;6;10;5;8;18;6
26/08/2015;8;9;16;6;0;4;9;n/d;6;9;6;5;22;6
26/08/2015;9;7;27;5;1;3;9;n/d;9;9;5;4;17;n/d
26/08/2015;10;7;24;5;n/d;2;8;n/d;6;7;6;6;17;n/d
26/08/2015;11;7;21;11;0;3;10;n/d;6;7;4;5;18;n/d
26/08/2015;12;5;23;7;2;3;8;n/d;4;7;4;6;15;n/d
26/08/2015;13;6;23;4;0;2;5;n/d;4;6;7;5;16;n/d
26/08/2015;14;10;19;10;n/d;3;8;n/d;3;10;8;6;15;n/d
26/08/2015;15;7;21;6;0;3;12;n/d;6;8;5;5;15;n/d
26/08/2015;16;6;20;6;3;15;8;n/d;7;16;5;2;18;n/d
26/08/2015;17;7;17;6;4;16;12;n/d;6;6;7;5;10;n/d
26/08/2015;18;6;19;4;5;5;9;n/d;6;8;8;9;12;n/d
26/08/2015;19;9;24;4;4;6;19;n/d;9;10;7;7;15;n/d
26/08/2015;20;5;20;6;4;5;18;n/d;8;12;7;5;7;n/d
26/08/2015;21;5;19;7;2;5;14;n/d;8;14;n/d;3;11;n/d
26/08/2015;22;3;19;4;0;6;10;n/d;7;9;n/d;2;7;n/d
26/08/2015;23;2;11;3;1;3;12;n/d;7;6;1;1;9;n/d
26/08/2015;24;0;8;7;2;0;17;n/d;2;6;2;3;9;n/d
27/08/2015;1;0;3;5;0;8;14;n/d;n/d;4;2;3;10;n/d
27/08/2015;2;1;2;2;3;7;9;n/d;n/d;6;4;2;11;n/d
27/08/2015;3;3;10;2;2;4;7;n/d;2;5;n/d;3;7;n/d
27/08/2015;4;4;12;3;n/d;2;10;n/d;1;7;n/d;8;7;n/d
27/08/2015;5;3;17;6;2;2;9;n/d;5;13;n/d;10;11;n/d
27/08/2015;6;3;30;7;3;4;11;n/d;6;19;n/d;5;9;n/d
27/08/2015;7;2;21;5;n/d;5;13;n/d;5;4;n/d;4;20;n/d
27/08/2015;8;3;14;12;n/d;3;13;n/d;5;4;n/d;5;16;n/d
27/08/2015;9;3;12;7;1;1;9;n/d;5;11;n/d;3;24;n/d
27/08/2015;10;4;15;4;0;3;19;n/d;6;14;n/d;3;17;n/d
27/08/2015;11;4;15;n/d;0;4;11;n/d;4;13;n/d;2;16;n/d
27/08/2015;12;5;21;n/d;0;5;11;n/d;5;17;n/d;5;21;n/d
27/08/2015;13;3;20;n/d;0;2;11;n/d;4;12;n/d;5;19;n/d
27/08/2015;14;4;17;4;0;2;14;n/d;4;12;n/d;3;27;n/d
27/08/2015;15;5;24;4;0;3;16;n/d;4;30;n/d;5;14;n/d
27/08/2015;16;5;23;6;0;3;16;n/d;3;18;n/d;3;21;n/d
27/08/2015;17;3;21;5;0;3;13;n/d;5;16;n/d;1;20;n/d
27/08/2015;18;3;21;5;n/d;2;23;n/d;n/d;17;n/d;4;15;n/d
27/08/2015;19;6;23;4;0;1;20;n/d;4;15;n/d;5;25;n/d
27/08/2015;20;6;17;5;1;2;15;n/d;7;22;n/d;9;25;n/d
27/08/2015;21;8;18;9;0;1;14;n/d;6;19;n/d;6;21;n/d
27/08/2015;22;6;16;11;2;1;9;n/d;7;15;n/d;8;21;n/d
27/08/2015;23;5;15;12;4;1;10;n/d;n/d;17;n/d;6;17;n/d
27/08/2015;24;14;16;8;4;2;10;n/d;n/d;16;n/d;7;20;n/d
28/08/2015;1;12;17;6;2;2;6;n/d;8;11;n/d;9;18;n/d
28/08/2015;2;12;17;7;0;2;6;n/d;8;11;n/d;12;19;n/d
28/08/2015;3;12;18;13;1;3;6;n/d;n/d;17;n/d;10;21;n/d
28/08/2015;4;13;17;10;2;2;7;n/d;n/d;21;n/d;14;19;n/d
28/08/2015;5;14;23;8;0;2;10;n/d;13;26;n/d;10;17;n/d
28/08/2015;6;17;28;6;n/d;7;9;n/d;11;26;n/d;11;21;n/d
28/08/2015;7;17;33;9;0;4;12;n/d;n/d;25;n/d;8;22;n/d
28/08/2015;8;12;32;8;0;2;11;n/d;n/d;26;n/d;3;33;n/d
28/08/2015;9;9;25;4;0;2;13;n/d;11;22;n/d;5;18;n/d
28/08/2015;10;6;19;4;0;3;14;n/d;8;15;13;4;15;7
28/08/2015;11;7;21;5;0;5;11;n/d;4;16;9;2;15;8
28/08/2015;12;10;21;5;1;7;16;n/d;4;11;8;5;11;8
28/08/2015;13;7;17;4;1;12;8;n/d;0;9;8;7;15;5
28/08/2015;14;5;22;5;2;7;9;9;4;9;8;4;10;2
28/08/2015;15;3;24;7;3;5;16;9;8;6;8;6;13;1
28/08/2015;16;5;19;4;1;5;11;7;11;7;5;5;25;0
28/08/2015;17;5;22;4;0;3;18;6;10;15;6;4;17;2
28/08/2015;18;4;21;6;0;7;17;8;8;18;6;3;26;4
28/08/2015;19;5;20;8;0;6;24;10;8;18;4;10;28;5
28/08/2015;20;9;20;9;0;7;22;11;13;23;8;9;29;5
28/08/2015;21;14;26;11;0;8;22;11;17;27;10;6;32;7
28/08/2015;22;15;34;12;1;8;17;11;16;28;8;6;29;8
28/08/2015;23;17;33;13;1;7;19;10;21;27;12;7;26;6
28/08/2015;24;19;25;13;0;7;19;9;22;21;11;9;19;9
29/08/2015;1;17;25;9;1;4;15;9;16;25;9;9;22;6
29/08/2015;2;12;17;11;2;5;13;9;12;22;n/d;9;19;6
29/08/2015;3;9;16;13;1;5;8;9;11;19;n/d;9;11;6
29/08/2015;4;8;14;8;0;5;7;10;11;22;n/d;8;14;3
29/08/2015;5;9;13;7;0;6;13;9;8;19;n/d;8;23;6
29/08/2015;6;10;16;7;0;10;9;10;7;24;n/d;11;22;15
29/08/2015;7;8;17;9;0;7;11;6;10;19;8;9;17;5
29/08/2015;8;8;16;9;0;5;13;8;10;24;8;7;17;9
29/08/2015;9;8;15;7;0;3;15;7;7;16;7;6;17;8
29/08/2015;10;6;14;6;n/d;4;12;7;4;16;7;5;12;5
29/08/2015;11;8;15;5;n/d;5;18;3;7;20;7;4;13;7
29/08/2015;12;9;19;6;1;8;10;4;7;11;5;4;12;7
29/08/2015;13;11;17;6;0;5;8;n/d;8;20;7;5;20;4
29/08/2015;14;10;18;8;0;3;14;n/d;8;15;8;6;14;2
29/08/2015;15;8;15;8;0;2;15;10;6;15;9;9;16;0
29/08/2015;16;9;16;4;2;2;17;9;5;19;8;5;17;0
29/08/2015;17;8;18;3;2;6;11;11;6;11;8;4;19;3
29/08/2015;18;9;19;5;2;5;11;10;8;12;9;7;27;4
29/08/2015;19;11;20;7;4;6;23;n/d;11;13;13;9;30;5
29/08/2015;20;16;32;9;4;6;29;n/d;20;22;18;9;46;15
29/08/2015;21;20;34;9;5;5;24;21;22;41;17;7;36;5
29/08/2015;22;15;30;11;2;4;19;19;16;45;17;9;32;6
29/08/2015;23;15;29;7;1;7;15;n/d;19;51;16;5;22;12
29/08/2015;24;16;25;5;4;10;17;16;17;48;11;7;23;5
30/08/2015;1;16;24;8;3;6;13;18;16;44;11;6;25;9
30/08/2015;2;14;22;10;3;5;16;16;20;26;10;5;25;11
30/08/2015;3;16;22;11;2;8;16;12;17;20;13;8;20;7
30/08/2015;4;16;24;10;2;9;17;12;16;32;13;8;18;4
30/08/2015;5;17;27;18;8;8;11;13;13;25;12;16;20;7
30/08/2015;6;20;31;17;7;7;20;15;14;23;13;7;24;11
30/08/2015;7;21;31;13;7;8;15;17;13;20;16;13;25;7
30/08/2015;8;19;34;11;8;6;14;15;14;14;12;10;25;5
30/08/2015;9;14;34;6;8;5;17;8;14;10;10;11;13;3
30/08/2015;10;11;33;5;4;7;16;10;8;10;12;10;18;3
30/08/2015;11;11;30;11;2;4;15;13;10;10;7;7;14;5
30/08/2015;12;10;28;18;4;4;12;13;11;15;9;9;16;4
30/08/2015;13;10;26;9;4;6;12;10;10;11;10;9;13;3
30/08/2015;14;10;27;9;3;4;11;15;11;13;9;6;17;10
30/08/2015;15;10;25;10;3;3;11;n/d;8;12;8;10;17;8
30/08/2015;16;9;29;6;3;3;13;n/d;10;18;9;6;15;9
30/08/2015;17;10;27;8;2;1;16;9;9;9;9;9;25;7
30/08/2015;18;11;29;10;2;5;19;10;10;28;9;12;31;8
30/08/2015;19;14;32;15;5;5;32;13;9;40;12;23;33;9
30/08/2015;20;28;31;16;5;7;26;23;20;38;19;14;26;10
30/08/2015;21;24;32;15;7;13;19;32;33;26;19;12;40;10
30/08/2015;22;21;38;14;5;8;17;25;27;40;18;10;40;6
30/08/2015;23;26;36;18;3;6;23;25;28;37;17;6;37;6
30/08/2015;24;27;44;15;6;10;13;19;35;24;15;7;44;8
31/08/2015;1;26;38;20;8;10;15;17;40;25;13;7;36;6
31/08/2015;2;27;41;18;4;12;16;22;36;26;13;11;34;6
31/08/2015;3;25;38;14;4;8;19;24;36;17;18;n/d;35;4
31/08/2015;4;19;38;12;8;5;16;20;30;24;17;12;34;4
31/08/2015;5;21;35;15;6;7;19;20;28;31;20;17;35;7
31/08/2015;6;27;43;15;6;7;25;22;31;35;20;15;41;9
31/08/2015;7;31;46;20;4;8;33;15;27;25;19;16;38;8
31/08/2015;8;31;45;24;4;11;18;23;30;17;17;14;24;6
31/08/2015;9;22;n/d;16;6;8;17;18;16;14;11;n/d;28;7
31/08/2015;10;16;n/d;10;6;9;17;14;13;18;10;12;17;8
31/08/2015;11;13;n/d;9;6;7;16;15;15;22;9;10;15;16
31/08/2015;12;13;32;9;6;11;17;15;13;19;11;9;15;7
31/08/2015;13;17;37;7;6;9;20;18;11;15;11;15;20;6
31/08/2015;14;15;33;10;7;11;20;14;15;16;13;12;16;9
31/08/2015;15;8;27;7;7;9;22;12;11;14;13;6;12;6
31/08/2015;16;9;37;7;5;9;19;10;9;11;11;8;17;11
31/08/2015;17;9;35;7;5;12;20;6;8;14;10;8;7;8
31/08/2015;18;8;33;18;8;9;18;9;10;15;11;13;8;17
31/08/2015;19;12;35;12;5;13;15;9;12;17;9;14;17;5
31/08/2015;20;9;23;13;4;9;15;9;10;10;9;9;10;7
31/08/2015;21;8;18;10;10;6;14;9;7;9;8;6;9;13
31/08/2015;22;7;17;7;9;6;14;6;7;9;7;4;10;8
31/08/2015;23;5;14;4;6;6;12;6;5;11;6;1;8;3
31/08/2015;24;5;14;3;5;4;10;7;3;6;5;1;7;1
01/09/2015;1;5;11;3;3;2;8;5;2;3;5;4;9;1
01/09/2015;2;3;9;8;1;2;7;4;3;3;n/d;4;7;1
01/09/2015;3;4;8;5;2;8;9;3;3;9;n/d;2;4;1
01/09/2015;4;4;8;4;1;8;7;1;3;13;n/d;1;7;0
01/09/2015;5;4;12;2;1;8;10;2;4;11;4;4;10;n/d
01/09/2015;6;5;20;3;1;11;8;4;3;11;3;3;11;1
01/09/2015;7;6;19;6;0;7;10;6;3;10;5;6;10;2
01/09/2015;8;7;18;4;0;5;10;n/d;4;8;6;5;11;n/d
01/09/2015;9;5;32;4;2;3;16;3;5;8;5;4;12;0
01/09/2015;10;7;22;9;2;1;12;3;5;12;n/d;6;9;1
01/09/2015;11;7;23;5;0;0;10;7;6;13;n/d;5;10;3
01/09/2015;12;5;23;9;0;n/d;8;7;5;13;4;4;7;0
01/09/2015;13;4;21;7;0;0;14;7;4;8;4;6;7;0
01/09/2015;14;5;17;9;1;0;9;4;2;7;2;8;14;4
01/09/2015;15;6;17;7;1;n/d;12;6;4;7;4;7;11;9
01/09/2015;16;6;15;4;0;0;9;6;4;10;4;3;8;6
01/09/2015;17;4;8;6;1;2;9;5;4;9;5;3;6;4
01/09/2015;18;5;12;6;2;5;9;7;3;15;6;3;8;6
01/09/2015;19;6;14;9;4;5;12;6;5;18;4;2;10;8
01/09/2015;20;6;24;7;4;3;10;7;7;19;5;7;9;10
01/09/2015;21;8;26;5;2;1;16;7;6;18;6;9;11;7
01/09/2015;22;10;18;6;2;3;8;8;8;15;8;8;16;12
01/09/2015;23;12;18;12;4;7;15;7;9;17;9;11;15;12
01/09/2015;24;11;16;13;3;8;12;8;9;17;8;8;10;11
02/09/2015;1;12;20;16;3;10;12;8;10;16;10;8;14;13
02/09/2015;2;12;18;16;6;13;14;9;12;9;11;9;16;8
02/09/2015;3;12;20;10;7;12;16;5;11;14;11;10;15;11
02/09/2015;4;12;24;17;6;7;16;7;12;17;12;11;14;9
02/09/2015;5;16;35;11;8;12;13;7;12;28;11;9;16;10
02/09/2015;6;15;45;15;10;12;17;9;14;30;13;6;10;8
02/09/2015;7;14;39;11;7;10;24;7;14;23;12;6;12;4
02/09/2015;8;13;38;15;7;5;22;8;11;20;11;6;15;4
02/09/2015;9;11;48;14;7;9;15;11;14;16;11;8;11;6
02/09/2015;10;8;34;10;8;6;10;12;10;6;10;8;10;6
02/09/2015;11;7;25;8;3;5;12;8;9;8;8;10;8;10
02/09/2015;12;7;20;7;1;4;10;5;7;8;7;7;8;4
02/09/2015;13;6;25;9;2;0;11;7;7;10;5;5;6;3
02/09/2015;14;7;27;5;0;1;9;10;5;12;6;8;8;6
02/09/2015;15;5;22;7;0;1;13;6;7;11;8;6;6;4
02/09/2015;16;5;28;9;1;0;13;8;5;11;7;4;11;2
02/09/2015;17;5;23;8;0;1;12;12;5;15;6;4;8;4
02/09/2015;18;7;21;12;0;5;10;9;6;14;6;6;12;7
02/09/2015;19;7;21;9;2;9;14;9;8;13;6;8;10;7
02/09/2015;20;8;20;6;4;7;12;7;7;14;8;8;18;8
02/09/2015;21;10;17;10;5;5;15;9;7;13;10;6;13;7
02/09/2015;22;9;18;14;5;3;9;9;7;10;n/d;3;16;9
02/09/2015;23;8;19;12;5;11;12;7;9;8;n/d;2;11;8
02/09/2015;24;7;15;9;4;7;14;7;7;11;9;5;11;6
